المعرف,وثيقته,النمط,نصه
SCN-891,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالموارد البشرية بنطاق حسابات إدارته § SCN-891 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-892,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالقوى التشغيلية بنطاق حسابات إدارته § SCN-892 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-893,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالمخازن بنطاق حسابات إدارته § SCN-893 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-894,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالنقل والترحيل بنطاق حسابات إدارته § SCN-894 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-895,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـإدارة الموقع بنطاق حسابات إدارته § SCN-895 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-896,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالتمويل والملكية بنطاق حسابات إدارته § SCN-896 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-897,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـالمشتريات بنطاق حسابات إدارته § SCN-897 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-898,M-14,إلزام,"يجب أن تُعرض شاشةُ «دورة المراجعة الدورية للصلاحيات» لـمركز البلاغات بنطاق حسابات إدارته § SCN-898 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-899,M-14,"إتاحة شاشة","يجب أن تُتاح شاشةُ «تفسير مصدر الصلاحية» لـالحوكمة والالتزام بنطاق كل الحسابات § SCN-899 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-900,M-14,أخرى,"وأولُها الكيان · الحساب · الشاشة · الفعل · النتيجة النهائية · مصدر المنح 1. § SCN-900 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-901,M-14,إلزام,"يجب أن يُنفَّذ فعلُ «تفسيرُ صلاحيةٍ لحساب» من شاشة «تفسير مصدر الصلاحية» بواسطة مديرُ الصلاحيات، فيُكتب في — ويُنشر الحدثُ — ويستهلكه — § SCN-901 § اختبارُ أثر: تنفيذُ الفعل يُحدث يُعرض كلُّ مصدرٍ بحكمه: مُنح من قالب العائلة · ومُنع من نوع"
SCN-902,M-14,إلزام,"يجب أن تُعرض شاشةُ «تفسير مصدر الصلاحية» لـإدارة التشغيل بنطاق حسابات إدارته § SCN-902 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-903,M-14,إلزام,"يجب أن تُعرض شاشةُ «تفسير مصدر الصلاحية» لـالمالية والخزينة بنطاق حسابات إدارته § SCN-903 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-904,M-14,إلزام,"يجب أن تُعرض شاشةُ «تفسير مصدر الصلاحية» لـالموارد البشرية بنطاق حسابات إدارته § SCN-904 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-905,M-14,إلزام,"يجب أن تُعرض شاشةُ «تفسير مصدر الصلاحية» لـالمبيعات والعقود بنطاق حسابات إدارته § SCN-905 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-906,M-14,ظهور,"وزاويتُها: الوضعُ الذي تُدخل فيه البياناتُ المؤسِّسةُ بلا سلسلةِ اعتماد § SCN-906 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-907,M-14,أخرى,"وأولُها الكيان · رقم الوضع · تاريخ الفتح · سبب الفتح · النطاق المسموح · الجداول المتأثرة. § SCN-907 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-908,M-14,أخرى,"وأثرُه: لا إدخالَ بعده إلا بسلسلة الاعتماد · وكلُّ ما أُدخل في الوضع يُوسَم «مؤسِّس» ويُراجَع. § SCN-908 § اختبارُ أثر: تنفيذُ الفعل يُحدث لا إدخالَ بعده إلا بسلسلة الاعتماد · وكلُّ ما أُدخل في الوضع"
SCN-909,M-14,إلزام,"يجب أن يقبل فعلُ «إغلاقُ وضع التأسيس» عكسًا — نطاقُ الحكم § SCN-909 § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-910,M-14,"إتاحة شاشة","يجب أن تُتاح شاشةُ «سجل أنواع المستندات» لـالحوكمة والالتزام بنطاق كل المستندات § SCN-910 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-911,M-14,أخرى,"وأولُها الكيان · كود النوع · اسم المستند · الإدارة المالكة · نمط الترقيم · بادئة الترقيم. § SCN-911 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-912,M-14,إلزام,"يجب أن يُنفَّذ فعلُ «تعريفُ نوع مستند» من شاشة «سجل أنواع المستندات» بواسطة الحوكمة، فيُكتب في doc_types · numbering ويُنشر الحدثُ DocTypeDefined ويستهلكه كلُّ الإدارات § SCN-912 § اختبارُ أثر: تنفيذُ الفعل يُحدث نمطُ الترقيم يُثبَّت · وآلةُ الحالة تُربط · ومدةُ الحفظ النظ"
SCN-913,M-14,إلزام,"يجب أن يقبل فعلُ «تعريفُ نوع مستند» عكسًا: نسخةٌ جديدةٌ بتاريخ سريان. § — ذريّ § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-914,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـإدارة التشغيل بنطاق مستندات إدارته § SCN-914 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-915,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالمالية والخزينة بنطاق مستندات إدارته § SCN-915 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-916,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالمبيعات والعقود بنطاق مستندات إدارته § SCN-916 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-917,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـإدارة الموردين بنطاق مستندات إدارته § SCN-917 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-918,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالموارد البشرية بنطاق مستندات إدارته § SCN-918 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-919,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـإدارة الصيانة بنطاق مستندات إدارته § SCN-919 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-920,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالمخازن بنطاق مستندات إدارته § SCN-920 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-921,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالنقل والترحيل بنطاق مستندات إدارته § SCN-921 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-922,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل أنواع المستندات» لـالتمويل والملكية بنطاق مستندات إدارته § SCN-922 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-923,M-14,"إتاحة شاشة","يجب أن تُتاح شاشةُ «حالات المستندات وانتقالاتها» لـالحوكمة والالتزام بنطاق كل المستندات § SCN-923 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-924,M-14,أخرى,"وأولُها الكيان · كود الآلة · نوع المستند · رقم الانتقال · من حالة · إلى حالة. § SCN-924 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-925,M-14,أخرى,"وأثرُه: لا انتقالَ خارج المعرَّف · وكلُّ انتقالٍ له فعلٌ ومخوَّلٌ وشرط · والحارسُ يرفض ما سواه. § SCN-925 § اختبارُ أثر: تنفيذُ الفعل يُحدث لا انتقالَ خارج المعرَّف · وكلُّ انتقالٍ له فعلٌ ومخوَّلٌ وش"
SCN-926,M-14,إلزام,"يجب أن يقبل فعلُ «تعريفُ آلة حالة» عكسًا: نسخةٌ جديدةٌ بتاريخ سريان. § — ذريّ § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-927,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـإدارة التشغيل بنطاق مستندات إدارته § SCN-927 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-928,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـالمالية والخزينة بنطاق مستندات إدارته § SCN-928 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-929,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـالمبيعات والعقود بنطاق مستندات إدارته § SCN-929 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-930,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـإدارة الموردين بنطاق مستندات إدارته § SCN-930 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-931,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـإدارة الصيانة بنطاق مستندات إدارته § SCN-931 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-932,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـالمخازن بنطاق مستندات إدارته § SCN-932 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-933,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـالنقل والترحيل بنطاق مستندات إدارته § SCN-933 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-934,M-14,إلزام,"يجب أن تُعرض شاشةُ «حالات المستندات وانتقالاتها» لـالتمويل والملكية بنطاق مستندات إدارته § SCN-934 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
