الإدارة,الترتيب,المرحلة,المجموعة,الشاشة,"المستند الناتج","الدور المسؤول","الحالة التالية"
"مشرف اسطول",4.413.22,"رابعًا: العدّادات والوثائق","الوثائق والتأمينات","وثائق المعدات والمشغّلين · Equipments/equipment_documents.php","approval_chain · approval_chain · attribution · fin_events · meter_readings · unit_records · unit_periods · unit_records.state  [nav09_map]","ادارة الاسطول","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث · الحلقةُ الأولى تُفتح · وقفلُ التعديل · وعدّادُ المهلة يبدأ · الحلقةُ ال  [nav09_map]"
"مشرف اسطول",5.514.23,"خامسًا: المطابقة والإهلاك","مطابقة الأصول بالتشغيل","مطابقة سجل الأصول بالتشغيل · Equipments/asset_recon.php","asset_recon · adjustments  [nav09_map]","ادارة الاسطول","الفرقُ يُفسَّر بسببه: خطأُ إدخالٍ أو ساعاتٌ غيرُ مسجَّلةٍ أو معدةٌ خارج السجل · والتصحيحُ يُوثَّق  [nav09_map]"
"مشرف اسطول",5.515.24,"خامسًا: المطابقة والإهلاك","الإهلاك والقيمة","الإهلاك والقيمة الدفترية · Finance/assets_fin.php","asset_recon · adjustments  [nav09_map]","إدارة المالية","الفرقُ يُفسَّر بسببه: خطأُ إدخالٍ أو ساعاتٌ غيرُ مسجَّلةٍ أو معدةٌ خارج السجل · والتصحيحُ يُوثَّق  [nav09_map]"
"مشرف اسطول",5.516.25,"خامسًا: المطابقة والإهلاك","إعدادات الإهلاك","سياسات الإهلاك المعتمدة · Equipments/fleet_depreciation_profiles.php","asset_recon · adjustments  [nav09_map]","ادارة الاسطول","الفرقُ يُفسَّر بسببه: خطأُ إدخالٍ أو ساعاتٌ غيرُ مسجَّلةٍ أو معدةٌ خارج السجل · والتصحيحُ يُوثَّق  [nav09_map]"
"مشرف اسطول",6.617.26,"سادسًا: التمويل والملكية","الأعيان المموَّلة","الأعيان المموَّلة · Equipments/fin_assets.php","financed_assets  [nav09_map]","إدارة التمويل","الأصلُ يحمل مصدرَ تمويله · وحاملُ الإهلاك يُحدَّد · والتشغيلُ لا يرى الشروط  [nav09_map]"
"مشرف اسطول",6.617.27,"سادسًا: التمويل والملكية","الأعيان المموَّلة","حصص الملكية في الأصول · Financing/owners_registry.php#2","financed_assets  [nav09_map]","ادارة الاسطول","الأصلُ يحمل مصدرَ تمويله · وحاملُ الإهلاك يُحدَّد · والتشغيلُ لا يرى الشروط  [nav09_map]"
"مشرف اسطول",6.618.28,"سادسًا: التمويل والملكية","مصدر المعدة","مصدر المعدة ونمط تملّكها · Equipments/equipment_sourcing.php#2","financed_assets  [nav09_map]","ادارة الاسطول","الأصلُ يحمل مصدرَ تمويله · وحاملُ الإهلاك يُحدَّد · والتشغيلُ لا يرى الشروط  [nav09_map]"
"مشرف اسطول",7.719.29,"سابعًا: الإخراج من الخدمة",الإخراج,"سجل المعدات · Equipments/equipments.php#2","— لا مصدر","إدارة الأسطول  [إدارة]","متابعة وتقارير الأسطول  [cycle_order]"
"مشرف اسطول",8.820.30,"متابعة وتقارير الأسطول","الأعطال والاعتمادية","تصنيف الأعطال وأسبابها · Equipments/manage_failure_codes.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","ادارة الصيانة","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.821.31,"متابعة وتقارير الأسطول","المتابعة والبلاغات","بلاغات إدارتي · Tickets/dept_inbox.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","إدارة البلاغات","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.821.32,"متابعة وتقارير الأسطول","المتابعة والبلاغات","أبلغ عن مشكلة من هذه الشاشة · Tickets/ticket_contextual_open.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","— لا وحدة","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.821.33,"متابعة وتقارير الأسطول","المتابعة والبلاغات","صندوق ما ينتظر اعتمادي · Finance/approvals_inbox.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","إدارة المالية","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.822.34,"متابعة وتقارير الأسطول","الميزانية والإنجاز","ميزانية إدارتي · Finance/budget_dept.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","إدارة المالية","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.822.35,"متابعة وتقارير الأسطول","الميزانية والإنجاز","إنجاز الإدارة · Portal/dept_achievement.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",8.822.36,"متابعة وتقارير الأسطول","الميزانية والإنجاز","مركز التقارير · emsreports/index.php","approvals · approvals · audit · approvals · reasons · budget_change_requests · export_log  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل  [nav09_map]"
"مشرف اسطول",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","أحكام العميل والمورد والمشغّل · Finance/unit_records_fin.php","— لا مصدر","إدارة المالية","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشرف اسطول",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","لوحة مشرف اسطول · main/role_board.php","— لا مصدر","إدارة الصلاحيات","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشغل اسطول",—,"(بلا مرحلة)","لوحة الإدارة","مساحة عملي · main/my_workspace.php","— لا مصدر","— لا وحدة","— لا مصدر"
"مشغل اسطول",—,"(بلا مرحلة)","العمل اليومي","التشغيل · Oprators/select_project.php","— لا مصدر","ادارة الاسطول","— لا مصدر"
