n,route,current_name,canonical_ar,canonical_en,old_names,definition,owner_dept,level,canonical_group,sort,nature,dept_count,depts,decision,status,derivation,view_of,merge_into,retirement_status,route_variant,current_label,current_parent,current_order,section
98,Audit/iaf_responses.php,"ردود الإدارات على الملاحظات","ردود الإدارات على الملاحظات","Iaf Responses",—,"تعرض ردود الإدارات على ملاحظات المراجعة وقبولَها أو اعتراضَها. الغرض إغلاق الحوار على الملاحظة بردٍّ مكتوبٍ لا بالمشافهة. يستخدمها المراجع والإدارات المعنيّة.","المراجع الداخلي المستقل","2 — العمليات","الملاحظات والتوصيات",350,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يبقى كما هو",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"ردود الإدارات على الملاحظات","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
99,Audit/iaf_closure.php,"محاضر الإغلاق","محاضر الإغلاق","Iaf Closure",—,"تحفظ محاضر إغلاق مهامّ المراجعة. الغرض توثيق انتهاء المهمة بنتائجها ومحضرٍ موقَّع. يستخدمها المراجع الداخلي.","المراجع الداخلي المستقل","2 — العمليات","تنفيذ المهمة وأدلتها",250,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يبقى كما هو",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"محاضر الإغلاق","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
100,Audit/iaf_engagements.php,"مهام المراجعة","مهام المراجعة","Iaf Engagements",—,"تدير مهامّ المراجعة المفتوحة: نطاقَ كل مهمةٍ وفريقَها ومراحلَها وحالتها. الغرض متابعة تنفيذ الخطة مهمّةً مهمّة. يستخدمها المراجع الداخلي.","المراجع الداخلي المستقل","2 — العمليات","تنفيذ المهمة وأدلتها",201,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"مهام المراجعة","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
101,Audit/iaf_workpapers.php,"أوراق العمل والأدلة","أوراق العمل","Iaf Workpapers","أوراق العمل والأدلة","تحفظ أوراق العمل والأدلة لكل مهمة مراجعة. الغرض توثيق ما استند إليه المراجع في ملاحظاته فتكون قابلةً للمراجعة والدفاع. يستخدمها المراجع الداخلي.","المراجع الداخلي المستقل","2 — العمليات","تنفيذ المهمة وأدلتها",210,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يُعاد تسميتُه + يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"أوراق العمل والأدلة","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
102,Audit/iaf_quality.php,"تقييم جودة المراجعة الدوري","تقييم الجودة","Iaf Quality","تقييم جودة المراجعة الدوري","تعرض تقييم جودة المراجعة الدوري بمؤشراته. الغرض أن تُراجَع المراجعةُ نفسُها فلا تكون فوق التقييم. يستخدمها المراجع الداخلي والجهة المشرفة.","المراجع الداخلي المستقل","2 — العمليات","تنفيذ المهمة وأدلتها",230,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يُعاد تسميتُه + يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"تقييم جودة المراجعة الدوري","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
103,Audit/iaf_access_log.php,"سجل اطّلاع المراجع الحساس","سجل اطّلاع المراجع الحساس","Iaf Access Log",—,"تسجّل اطّلاع المراجع على البيانات الحساسة: ماذا فتح ومتى ولماذا. الغرض أن يكون اطّلاع المراجع نفسُه خاضعًا للتدقيق. يستخدمها المراجع وإدارة الصلاحيات.","المراجع الداخلي المستقل","3 — المعاملات والسجلات","الميثاق والخطة والمهام",900,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يبقى كما هو",PENDING_OWNER,"مجلدُ المسارِ والتصنيفُ الوظيفيّ — يلزم تصديقٌ من الوثيقةِ المالكة",—,—,ACTIVE,—,"سجل اطّلاع المراجع الحساس","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
104,Audit/iaf_competencies.php,"اختصاصات المراجعة العشرون","اختصاصات المراجعة العشرون","Iaf Competencies",—,"تعرض اختصاصات المراجعة العشرين ومستوى إتقان الفريق لها. الغرض توزيع المهامّ على من يملك اختصاصها ورصدُ فجوات الكفاءة. يستخدمها المراجع الداخلي.","المراجع الداخلي المستقل","5 — البيانات المرجعية","الميثاق والخطة والمهام",900,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يبقى كما هو",PENDING_OWNER,"مجلدُ المسارِ والتصنيفُ الوظيفيّ — يلزم تصديقٌ من الوثيقةِ المالكة",—,—,ACTIVE,—,"اختصاصات المراجعة العشرون","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
105,Audit/iaf_authorities.php,"صلاحيات المراجع داخل النظام","صلاحيات المراجع داخل النظام","Iaf Authorities",—,"تعرض صلاحيات المراجع داخل النظام: ما يطّلع عليه وما لا يملك تغييره. الغرض تمكين المراجعة من الاطّلاع دون قدرةٍ على التعديل — حمايةً للاستقلال وللبيانات معًا. يستخدمها المراجع وإدار","المراجع الداخلي المستقل","6 — الإعدادات","الميثاق والخطة والمهام",900,"شاشةٌ مستقلة",1,"المراجع الداخلي المستقل","يبقى كما هو",PENDING_OWNER,"مجلدُ المسارِ والتصنيفُ الوظيفيّ — يلزم تصديقٌ من الوثيقةِ المالكة",—,—,ACTIVE,—,"صلاحيات المراجع داخل النظام","الميثاق والخطة والمهام","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المراجع الداخلي المستقل"
106,FinRequests/accountant_desk.php,"مهام المحاسب اليومية","مهام المحاسب اليومية","Accountant Desk",—,"تعرض الطلبات المالية الواصلة لمحاسب الإدارة بعد اعتمادها إداريًّا، ليضبط عليها الحساب المحاسبي وأبعاد التكلفة. الغرض ترجمة الطلب الإداري إلى حدثٍ ماليٍّ صحيحٍ محاسبيًّا قبل دخوله ل","المالية والخزينة","2 — العمليات","إقفال الفترة",1100,"شاشةٌ مستقلة",1,"إدارة المالية","يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"مهام المحاسب اليومية","القيود والدفاتر","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المالية والخزينة"
107,Contracts/tax_invoices.php,"الفاتورة الضريبية / فواتير العملاء","الفاتورة الضريبية والإقرارات","Tax Invoices","الفاتورة الضريبية / فواتير العملاء","تعرض الفواتير الضريبية بحقولها النظامية ورقمها التسلسلي وبائعها ومشتريها ومستخلصها وفترتها وقيمتها قبل الضريبة وبعدها. الغرض إصدار الفاتورة النظامية وطباعتها رسميًّا؛ ولا تعديلَ بع","المالية والخزينة","2 — العمليات","إقفال الفترة",1130,فعل,2,"إدارة المالية · ادارة المبيعات","يُحوَّل فعلًا في مكوّنِ الانتقال + يُعاد تسميتُه + يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"الفاتورة الضريبية / فواتير العملاء","الإيراد والفوترة · العمل اليومي","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المالية والخزينة"
108,Finance/dues_fin.php,"ذمم الموردين والمستحقات / الذمم والتحصيل","ذمم الموردين والمستحقات","Dues Fin","ذمم الموردين والمستحقات / الذمم والتحصيل · نحاسبه ونصرفالتسوياتُ والمستحقاتُ وكشفُ حسابِه والسلفيات","تعرض الذمم والمستحقات في مكانٍ واحد: ما على الشركة للموردين والموظفين وما لها على العملاء، باتجاه كل مبلغٍ ومستنده ومحصَّله ومتبقّيه وتاريخ استحقاقه وحالة تسويته. الغرض ضبط صافي كل","المالية والخزينة","2 — العمليات","الخزينة والبنوك",750,"شاشةٌ مستقلة",4,"إدارة التمويل · إدارة المالية · ادارة الموارد البشرية · ادارة الموردين","يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"ذمم الموردين والمستحقات / الذمم والتحصيل","الأقساط والتكلفة · العمل اليومي · المصروف والدفع · نحاسبه ونصرفالتسوياتُ والمستحقاتُ وكشفُ حسابِه والسلفيات","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","المالية والخزينة"
